,name,siteName,index,contents,engContents
359,벨나다,벨나다,IS06S," 별나다, 보통이 아니다."," Unique, extraordinary"
360,베지근&#62775;다,베지근&#62775;다,IS06S,기름맛이 있다., It tastes of oil
361,베다,베다,IS06S,무겁다., Heavy
362,번지르르&#62775;다,번지르르&#62775;다,IS06S,번질번질하다., Greasy
363,버치다,버치다,IS06S,제우다. 겹다., Be difficult to stand
364,버물다,버물다,IS06S,더러워지다., Get dirty
365,버근&#62775;다,버근&#62775;다,IS06S," 버긋하다, 버름하다.", Gappy
366,반조롱&#62775;다,반조롱&#62775;다,IS06S,반주롱&#62775;다. 단정하다. 깨끗하다. 아무 것도 없다.," Neat and tidy, vacant"
367,&#58727;다,&#58727;다,IS05S,맑다., Clear
368,&#58726;랑&#62775;다,&#58726;랑&#62775;다,IS05S,물랑&#62775;다<밀랑&#62775;다. 물렁하다., Soft
369,&#58723;&#58723;&#62775;다,&#58723;&#58723;&#62775;다,IS05S,만만하다.,Insignificant
370,&#58723;들락&#62775;다,&#58723;들락&#62775;다,IS05S,&#58723;들락&#62775;다<민들락&#62775;다. 둥글고 매끄럽다.,Round and smooth
371,&#58720;지직&#62775;다,&#58720;지직&#62775;다,IS05S," 피륙 짜입새나 새끼 꼬임새가 여무지다, 마음이 굳세다.","Closely-wooven, determined"
372,미죽다,미죽다,IS05S,담력이 없다.,Have no courage
373,미식&#62775;다,미식&#62775;다,IS05S," 흔하다, 많이 쌓여 있다.","Someting is found common, piled up"
374,미숙미숙&#62775;다,미숙미숙&#62775;다,IS05S,메슥메슥하다.,Feel like throwing up
375,미럽다,미럽다,IS05S,미끈하다.,Sleek
376,미끈&#62775;다,미끈&#62775;다,IS05S,밋밋하다.,Too simple
377,뭉그랑&#62775;다,뭉그랑&#62775;다,IS05S,&#58739;그랑&#62775;다. 살쪄 뭉클하다.,Someone gets fat and lumpy
378,물르다,물르다,IS05S,무르다.,Soft
379,문칠문칠&#62775;다,문칠문칠&#62775;다,IS05S," &#58723;칠&#58723;칠&#62775;다. 매낀매낀하다, 밋밋하다.",Monotonous
380,문지르르&#62775;다,문지르르&#62775;다,IS05S," 민지르르&#62775;다. 매낀매낀하다, 미끄럽다.",Slippery
381,몹쓸다,몹쓸다,IS05S,몹씰다. 악독하다.,"Most wicked, vicious"
382,모지래다,모지래다,IS05S,모자라다.,Run short of
383,멥다,멥다,IS05S," 맵다, 냅다.","Spicy, hot"
384,멘도롱&#62775;다,멘도롱&#62775;다,IS05S,매지근하다.,Tepid
385,메정&#62775;다,메정&#62775;다,IS05S,인정 없다.,Merciless
386,&#58342;&#62775;다,&#58342;&#62775;다,IS03D,딱하다.,Pitiful
387,&#58341;근&#62775;다,&#58341;근&#62775;다,IS03D,침착하다.,Prudent
388,&#58255;코롬&#62775;다,&#58255;코롬&#62775;다,IS03S,&#58255;콤&#62775;다. 달콤하다.,sweetish
389,&#58253;&#58253;&#62775;다¹,&#58253;&#58253;&#62775;다¹,IS03S,매우 달다.,Very sweet
390,디깍&#62775;다,디깍&#62775;다,IS03S,단단하다.,Hard
391,두물다,두물다,IS03S,드물다.,Rare
392,두리멍청&#62775;다,두리멍청&#62775;다,IS03S,어리석다.,Stupid
393,두령청&#62775;다,두령청&#62775;다,IS03S,어리둥절하다.,Puzzled
394,두둑&#62775;다,두둑&#62775;다,IS03S,두룩&#62775;다. 두툼하다.,Rather thick
395,두덥다,두덥다,IS03S,두둡다. 두껍다.,Thick
396,달르다,달르다,IS03S,다르다.,Different
397,느랏느랏&#62775;다,느랏느랏&#62775;다,IS02S," 느릿느릿하다, 맥없다.","Slow, helpless"
398,누리다,누리다,IS02S,누르다.,Press
399,노프(높으)다,노프(높으)다,IS02S,높다.,High
400,넙다,넙다,IS02S,넓다.,Large
401,남직&#62775;다,남직&#62775;다,IS02S,남짓하다.,Be slightly over
402,&#57786;&#57786;&#62775;다,&#57786;&#57786;&#62775;다,IS01S," 감감하다, 앞길이 아득하다.","Dark, the outlook for the future is discouraging"
403,&#57767;렵다,&#57767;렵다,IS01S,&#57767;롭다. 가렵다.,Itching
404,&#57767;득&#62775;다,&#57767;득&#62775;다,IS01S,&#57767;뜩&#62775;다. 가득하다.,Full
405,궂다,궂다,IS01S," 좋지않다, 나쁘다.","Not good, bad"
406,궁상스럽다,궁상스럽다,IS01S,이상스럽다.,Weird
407,괴약&#62775;다,괴약&#62775;다,IS01S,고약하다.,Nasty
408,&#62775;다,&#62775;다,IS14S,하다.,Do
409,&#62775;고정&#62775;다,&#62775;고정&#62775;다,IS14S,하고자 하다.,Intend to do
410,간세&#62775;다,간세&#62775;다,IS01S,게으르다.,Lazy
411,간딴&#62775;다,간딴&#62775;다,IS01S,간단하다.,Simple
412,가벱다,가벱다,IS01S,개뱁다. 가볍다.,Light
413,히다,히다,IS14S,① 헤다. ② 희다.,White
414,흥글다,흥글다,IS14S,흔든다.,Shake
415,흘트다,흘트다,IS14S," 진한 것이 흐르다, 물이 떨어지다.","Some thick liquid flows, water drops"
416,흘치다,흘치다,IS14S,흘리다.,Shed
417,흘르다,흘르다,IS14S,흐르다.,Flow
418,훌트다²,훌트다²,IS14S,① 문질러 미끄럽게 하다. ② 액체를 걸레로 훔치다.,"Rub to make smooth, wipe water with cloth"
419,후리대기다,후리대기다,IS14S,후리다.,Beat at
420,후리다,후리다,IS14S,막대로 물건을 때리다.,Hit something with a stick
421,헤우다,헤우다,IS14S,헹구다.,Rinse
422,헐어지다,헐어지다,IS14S,흩어지다.,Scatter
423,헐벗다,헐벗다,IS14S," 입은 것을 벗다, 껍질을 벗다.","Take off, peel off"
424,&#62610;다,&#62610;다,IS13S,팔다.,Sell
425,피우다,피우다,IS13S," 풍기다, 불이 나게 하다.",Make a fire
426,페우다,페우다,IS13S,펴다.,Unfold
427,페다,페다,IS13S," 패다, 때리다.","Hit, beat someone"
428,퍼싸다,퍼싸다,IS13S,똥을 많이 싸다,Poop a lot
429,퍼붓다,퍼붓다,IS13S,① 비가 쏟아지다. ② 말을 쏟아내다.,"The rain pours down, speak out"
430,퍼먹다,퍼먹다,IS13S,잔뜩 먹다.,Eat one's fill
431,파장치다,파장치다,IS13S,끝내다.,Finish
432,&#62527;아지다,&#62527;아지다,IS12S,① 한 쪽이 이지러지다. ② 성질이 원만하지 못하다.,"Break off, be harsh"
433,&#62524;리다,&#62524;리다,IS12S,비뚤어지게 하다.,Make crook
434,&#62524;라지다,&#62524;라지다,IS12S,비뚤어지다.,Get crooked
435,트다 ²,트다 ²,IS12S,발에 티눈이 생기다.,Have a corn on the sole of one's foot
436,털어지다,털어지다,IS12S,떨어지다.,Drop
437,클르다,클르다,IS11S," 끄르다, 풀다.",Untie
438,클러지다,클러지다,IS11S," 끌러지다, 풀어지다.",Get loose
439,케우다,케우다,IS11S,태우다.,Burn up
440,케다¹,케다¹,IS11S,캐다.,Dig up
441,&#62283;다,&#62283;다,IS10S,참다.,Be patient
442,&#62277;리다,&#62277;리다,IS10S,차리다.,Prepare for
443,&#62273;다,&#62273;다,IS10S,차다.,Kick
444,&#52846;어지다,&#52846;어지다,IS10S,찢어지다.,Be torn
445,치&#58254;다,치&#58254;다,IS10S,치닫다.,Run up
446,처받다,처받다,IS10S,치받다.,Surge
447,처밀다,처밀다,IS10S,힘차게 밀다.,Push hard
448,&#62035;리다,&#62035;리다,IS09D,부대끼다.,Be pestered
449,&#61963;그다,&#61963;그다,IS09S,잠그다.,Lock
450,&#61963;가지다,&#61963;가지다,IS09S,잠가지다.,Be locked
451,&#61956;자다,&#61956;자다,IS09S,잠자다.,Sleep
452,&#61956;기다,&#61956;기다,IS09S,잠기다.,Go down
453,&#61952;르다,&#61952;르다,IS09S,① 자르다. ② 조르다.,"Cut, tie up"
454,&#61952;라메다,&#61952;라메다,IS09S,잘라매다.,Bind fast
455,&#61949;다,&#61949;다,IS09S,적다,Write down
456,&#61948;물다¹,&#61948;물다¹,IS09S,저물다.,Get dim
457,&#61948;라다,&#61948;라다,IS09S,자라다.,Be bred
458,질루다,질루다,IS09S," 기르다, 가꾸다.","Grow, rear"
459,질들이다,질들이다,IS09S,길들이다.,Tame
460,직산&#62775;다,직산&#62775;다,IS09S,기대다.,Lean on
461,지&#62442;다,지&#62442;다,IS09S,지키다.,Keep
462,지프(짚으)다,지프(짚으)다,IS09S,짚다.,Carry
463,지드리다,지드리다,IS09S,기다리다.,Wait for
464,지나다,지나다,IS09S,유산하다.,Miscarry
465,지끄다,지끄다,IS09S,기쁘다.,Joyful
466,지꺼&#62775;다,지꺼&#62775;다,IS09S,지뻐&#62775;다. 기뻐하다.,Be pleased with
467,지꺼지다,지꺼지다,IS09S,지뻐지다. 기꺼하여지다.,Feel happy
468,주꾸다,주꾸다,IS09S,주치다. 짖다.,Bark
469,죄다,죄다,IS09S,쥐다.,Grasp
470,죄기다²,죄기다²,IS09S,쌓다.,File up
471,좋아라&#62775;다,좋아라&#62775;다,IS09S,좋아하다.,Be fond of
472,종잡다,종잡다,IS09S,정확한 것을 알아내다.,Find out exact information
473,제기다,제기다,IS09S,쌓다.,Heap up
474,정글다,정글다,IS09S,저물다.,Grow dark
475,절딴나다,절딴나다,IS09S,결단나다.,Stir up troubles
476,적지다,적지다,IS09S,적시다.,Soak
477,저들루다,저들루다,IS09S," &#61948;들루다. 걱정시키다, 괴롭히다, 지부럭거리다.","Make trouble, worry someone else"
478,저들다,저들다,IS09S,&#61948;들다. 걱정하다.,Be worried
479,저돌아지다,저돌아지다,IS09S," &#61948;들아지다. 미안해지다, 걱정되다.",Feel sorry
480,저냥&#62775;다²,저냥&#62775;다²,IS09S,절약하다.,Save
481,저냥&#62775;다¹,저냥&#62775;다¹,IS09S,겨냥하다.,Aim at something
482,잣다,잣다,IS09S,줍다. 깁다.,"Pick up, Sew"
483,욜다,욜다,IS08S,열다.,Open
484,입지다,입지다,IS08S,입히다.,Put on
485,익다,익다,IS08S,읽다.,Read
486,용심내다,용심내다,IS08S,성내다.,Lose one's temper
487,용심나다,용심나다,IS08S,성나다.,Get angry
488,올르다,올르다,IS08S,오르다.,Climb
489,업지다,업지다,IS08S,업히다.,Get on someone's back
490,얼리다,얼리다,IS08S," 얼다, 엉기다.",Curdle
491,어우러지다,어우러지다,IS08S,넘어지다.,Fall down
492,어린거리다,어린거리다,IS08S,얼랑거리다. 얼렁거리다. 어른거리다.,Flicker
493,어르다,어르다,IS08S,얼르다. ① 얼씬거리다. ② 일하는 곳을 돌아다니다. ③ 남녀가 서로 관계하다.,"Keep coming around, wander about work places, make love"
494,앵기다,앵기다,IS08S,잡히다.,Be caught
495,애&#58255;다,애&#58255;다,IS08S,애닯아하다.,Heartbreaking
496,애끼다,애끼다,IS08S," 귀애하다, 소중히 여기다.","Adore, cherish"
497,&#50522;다,&#50522;다,IS08S,앉다.,Sit down
498,앗다,앗다,IS08S,제거하다.,Get rid of
499,씨다,씨다,IS07D,쓰다.,Use
500,쏙다,쏙다,IS07D,속다.,Be deceived
501,&#59787;지다,&#59787;지다,IS07S,삼키다.,Swallow
502,&#59781;다,&#59781;다,IS07S,삶다.,Boil
503,&#59778;피다,&#59778;피다,IS07S,살피다.,Watch out
504,&#59776;아지다,&#59776;아지다,IS07S,쏟아지다.,Get spilt
505,&#59776;다,&#59776;다,IS07S,쏟다.,Pour out
506,&#59773;정&#62775;다,&#59773;정&#62775;다,IS07S,사정하다.,Beg
507,&#59773;무치다,&#59773;무치다,IS07S,사무치다.,Touch the heart
508,&#59773;끄(&#63426;&#63582;&#63596;으)다,&#59773;끄(&#63426;&#63582;&#63596;으)다,IS07S,솎다.,Sort out
509,싯다,싯다,IS07S,씻다.,Wash
510,심지다,심지다,IS07S,①붙들리다. ②잡게하다.,"Be caught, be arrested"
511,심벡&#62775;다,심벡&#62775;다,IS07S," 겨루다, 이기려고 버티다.","Compete, contend with each other"
512,심들다,심들다,IS07S,힘들다.,Hard
513,심다,심다,IS07S," 잡다, 붙잡다, 붙들다.","Catch, grasp"
514,시끄다,시끄다,IS07S,싣다.,Load
515,시기다,시기다,IS07S,시키다.,Have someone do
516,속솜&#62775;다,속솜&#62775;다,IS07S,잠잠하다.,Calm
517,썽내다,썽내다,IS07D,성내다.,Get angry
518,쌉다,쌉다,IS07D,싸우다.,Fight
519,속다,속다,IS07S,수고하다.,Take trouble
520,셍기다,셍기다,IS07S,섬기다.,Wait on
521,세다³,세다³,IS07S,나이를 먹다.,Grow older
522,세다¹,세다¹,IS07S,쇠다.,Celebrate a holiday
523,섭력&#62775;다,섭력&#62775;다,IS07S,협력하다. 돕다.,"Cooperate, aid"
524,설르다,설르다,IS07S," 서르다, 그만두다.",Quit
525,서둘르다,서둘르다,IS07S,서두르다.,Haste
526,서끄(섞으)다,서끄(섞으)다,IS07S,=서트다. 섞다.,Mix
527,사위&#62775;다,사위&#62775;다,IS07S,사위 삼다.,Make one's son-in-law
528,&#63410;&#63582;&#63686;다,&#63410;&#63582;&#63686;다,IS06D," 빻다, 바수다.",Grind
529,&#59166;다,&#59166;다,IS06D,빨다,Suck
530,&#58972;아지다,&#58972;아지다,IS06S,부서지다.,Fall to pieces
531,&#58960;히다,&#58960;히다,IS06S,밝히다.,Light up
532,&#58960;이다,&#58960;이다,IS06S,밝이다.,Light up
533,&#58959;르다³,&#58959;르다³,IS06S,=&#58963;다. 밟다.,Tread on
534,&#58954;리다²,&#58954;리다²,IS06S,버리다.,Cast away
535,삐다,삐다,IS06D,뿌리다.,Sprinkle
536,뿌리다,뿌리다,IS06D,뿌리치다.,Shake off
537,비우다,비우다,IS06S,붓다. 쏟다.,Pour
538,비어지다,비어지다,IS06S,번지다.,Spread
539,비슬다,비슬다,IS06S,기울다.,Incline
540,비다,비다,IS06S,베다.,Cut
541,비끼다,비끼다,IS06S,비키다.,Step back
542,불짇다,불짇다,IS06S,불사르다.,Destroy something by fire
543,불싸다,불싸다,IS06S,불 켜다.,Turn on
544,불르다,불르다,IS06S,부르다.,Call
545,불러&#62775;다,불러&#62775;다,IS06S,부러워하다.,Envy
546,부트(붙으)다,부트(붙으)다,IS06S," 붙다, 의지하다.",Rely on
547,부축&#62775;다,부축&#62775;다,IS06S,곁부축하다.,Help by holding somone's arm
548,부찌다,부찌다,IS06S," 부치다, 붙이다.","Attach , fix"
549,부에나다,부에나다,IS06S,"  =북두매기나다=북두매기되싸지다. 부아나다, 화나다.",Become angry
550,부대끼다,부대끼다,IS06S,덤비다.,Resist
551,부끄리다,부끄리다,IS06S,부끄러워하다.,Feel ashamed
552,뵈와주다,뵈와주다,IS06S,뵈어주다.,Let it be shown
553,봉그다,봉그다,IS06S,줍다. 얻다.,Pick up
554,본보다,본보다,IS06S,"  =뽄뜨다=뽄받다=뽄보다. 본뜨다, 본받다.",Model after a pattern
555,복식&#62775;다,복식&#62775;다,IS06S,탐하다.,Feel greedy of
556,벳기다,벳기다,IS06S,벗기다.,Take off
557,벨르다,벨르다,IS06S,속이 드러나게 열다.,Open out to see the inside
558,벨라지다,벨라지다,IS06S,속이 드러나게 열리다.,It opens and shows the inside
559,베우다,베우다,IS06S,보이다.,Show
560,베기다,베기다,IS06S," 우기다, 고집하다.",Insist
561,벌르다,벌르다,IS06S,깨다. 쪼개다.,"Break, chip off"
562,벌러지다,벌러지다,IS06S,깨지다.,Break
563,벋다,벋다,IS06S,뻗다.,Stretch out
564,버이다,버이다,IS06S,베다,Cut
565,버물이다,버물이다,IS06S,더럽게 하다.,Make filthy
566,버물다,버물다,IS06S,더러워지다.,Get dirty
567,배려보다,배려보다,IS06S,바라보다.,Look at something/someone
568,배래다,배래다,IS06S,=배리다=베레다=&#58954;래다. 바라다.,Hope something
569,발르다,발르다,IS06S,바르다,Be right
570,발루다²,발루다²,IS06S,"  =발리우다. 겨누다, 벼르다.","Aim at a mark, intend"
571,발루다¹,발루다¹,IS06S,바르게 하다.,Correct something
572,반지다,반지다,IS06S," 기뻐하다, 좋아하다.","Feel happy, like something"
573,박접&#62775;다,박접&#62775;다,IS06S,박대하다.,Treat someone coldly
574,박아지다,박아지다,IS06S,앞으로 쓰러지다.,Fall ahead
575,&#58741;아지다,&#58741;아지다,IS05S,맺어지다,Tie the knot
576,&#58739;캐다,&#58739;캐다,IS05S,동작을 발리 아니하다.,Slow in action
577,&#58736;다,&#58736;다,IS05S,①때리다 ②부수다.,"Hit, destroy"
578,&#58726;아지다¹,&#58726;아지다¹,IS05S,말리다.,Make stop
579,&#58726;다³,&#58726;다³,IS05S,몰다.,Drive
580,&#58726;다²,&#58726;다²,IS05S,말다.,Stop
581,밑가다,밑가다,IS05S,밑지다.,Lose
582,밀리다²,밀리다²,IS05S,일이나 물건이 많이 남다.,Full of remants
583,밀리다¹,밀리다¹,IS05S,밀다.,Push
584,미다²,미다²,IS05S,미워하다.,Hate
585,뭉퉁그리다,뭉퉁그리다,IS05S,뭉뚱그리다.,Bundle up crudely
586,물다,물다,IS05S,빚이나 삯을 갚다.,Pay back
587,묻치다,묻치다,IS05S,묻다.,Ask
588,문대기다,문대기다,IS05S,문대다.,Rub
589,무찔르다,무찔르다,IS05S,무찌르다.,Defeat
590,무끄(묶으)다,무끄(묶으)다,IS05S,묶다.,Tie
591,몽글다,몽글다,IS05S,모지라지다.,Awnless
592,못다,못다,IS05S," 모시다, 받들다.",Serve
593,몰르다,몰르다,IS05S,모르다.,Ignorant of something 		
594,&#47791;아들다,&#47791;아들다,IS05S,모여들다.,Come together
595,&#47791;다,&#47791;다,IS05S,모이다.,Gather			
596,모질다,모질다,IS05S,모지라지다.,Wear out
597,멩질&#62775;다,멩질&#62775;다,IS05S,명절 쇠다.,Celebrate a holiday			
598,멜르다,멜르다,IS05S,=멜쓰다. 찌그러뜨리다.,Crush			
599,멜락&#62775;다,멜락&#62775;다,IS05S,=멜싹&#62775;다=헤멜싹&#62775;다. 납작스럽게 허물어지다.,Fall down flat			
600,멜라지다,멜라지다,IS05S,=멜싸지다. 허물어지다.,Fall down		
601,멘들다,멘들다,IS05S,=멩글다=&#58723;들다=&#58739;글다. 만들다.,Make			
602,메우다,메우다,IS05S,모으다.,Collect			
603,메다,메다,IS05S,매다.,Fasten			
604,메꾸다,메꾸다,IS05S,메우다.,Fill up
605,메기다,메기다,IS05S,매기다.,Value
606,멎치다,멎치다,IS05S,맡겨두다.,Keep something in someone's custody
607,멎다,멎다,IS05S," 묵다, 머무르다.",Stay
608,머추다,머추다,IS05S,멈추다.,Stop
609,머물르다,머물르다,IS05S,머물다.,Anchor
610,&#47613;기다,&#47613;기다,IS05S,맡기다.,Deposit something with someone
611,맞히다,맞히다,IS05S,쏘아 맞게 하다.,Shoot
612,맞초다,맞초다,IS05S,①맞추다. ②약혼하다.,"Match, engage oneself"
613,망보다,망보다,IS05S,감시하다.,Watch
614,마트(맡으)다²,마트(맡으)다²,IS05S,맡다.,Take charge of
615,마치다,마치다,IS05S,=마트다. 맡다.,Take charge of
616,&#58344;르다²,&#58344;르다²,IS03D,뚫다.,Make a hole
617,&#58276;기다,&#58276;기다,IS03S,당기다.,Pull
618,&#58276;그다,&#58276;그다,IS03S,물 속에 담그다.,Soak in the water
619,&#58255;아지다,&#58255;아지다,IS03S,달리다.,Run
620,&#58255;아오다,&#58255;아오다,IS03S,데려오다.,Bring someone
621,&#58255;아메다,&#58255;아메다,IS03S,달아 매다.,Hang up
622,&#58255;아나다,&#58255;아나다,IS03S,도망가다.,Flee
623,&#58255;아가다,&#58255;아가다,IS03S,데려가다,Take someone
624,&#58255;리다²,&#58255;리다²,IS03S,달리다.,Run
625,&#58255;리다¹,&#58255;리다¹,IS03S,달리다.,Run
626,&#58255;려들다,&#58255;려들다,IS03S,달려들다.,Rush in
627,&#58255;랑이다,&#58255;랑이다,IS03S,두근거리다.,Feel nervous
